OBJECTID,LOCALITY,CASE_SIZE,SOURCE,QUERY,QUERY_TYPE,POSTAL,POSTAL_PREFIX,VERIFIED,ADDRESS,BLK_NO,ROAD_NAME,BUILDING,LATITUDE,LONGITUDE,MATCH_COUNT
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,locality,Luxus Hill Ave,road,,,Y,LUXUS HILL AVENUE,,LUXUS HILL AVENUE,NIL,,,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,locality,Luxus Hill Dr,road,,,Y,LUXUS HILL DRIVE,,LUXUS HILL DRIVE,NIL,,,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,locality,Luxus Hill View,road,,,Y,LUXUS HILL VIEW,,LUXUS HILL VIEW,NIL,,,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,locality,Seletar Green Ave,road,,,Y,SELETAR GREEN AVENUE,,SELETAR GREEN AVENUE,NIL,,,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,locality,Seletar Green Walk,road,,,Y,SELETAR GREEN WALK,,SELETAR GREEN WALK,NIL,,,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804516,80,Y,25 LUXUS HILL VIEW LUXUS HILLS,25,LUXUS HILL VIEW,LUXUS HILLS,1.3810554329489981,103.8728050251949,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804517,80,Y,27 LUXUS HILL VIEW LUXUS HILLS,27,LUXUS HILL VIEW,LUXUS HILLS,1.3810534594384087,103.87274969321132,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804726,80,Y,13 LUXUS HILL DRIVE LUXUS HILLS,13,LUXUS HILL DRIVE,LUXUS HILLS,1.3809015016899169,103.87405353959947,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804727,80,Y,15 LUXUS HILL DRIVE LUXUS HILLS,15,LUXUS HILL DRIVE,LUXUS HILLS,1.3809039271414134,103.87410661251958,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804728,80,Y,17 LUXUS HILL DRIVE LUXUS HILLS,17,LUXUS HILL DRIVE,LUXUS HILLS,1.3809064218189109,103.87416125857494,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804729,80,Y,19 LUXUS HILL DRIVE LUXUS HILLS,19,LUXUS HILL DRIVE,LUXUS HILLS,1.3809088431620313,103.87421433938283,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804730,80,Y,21 LUXUS HILL DRIVE LUXUS HILLS,21,LUXUS HILL DRIVE,LUXUS HILLS,1.3809113559034047,103.87426899142224,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.380954,103.874205",reverse_geocode,804731,80,Y,23 LUXUS HILL DRIVE LUXUS HILLS,23,LUXUS HILL DRIVE,LUXUS HILLS,1.3809138081766257,103.87432203959278,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804887,80,Y,26 LUXUS HILL AVENUE LUXUS HILLS,26,LUXUS HILL AVENUE,LUXUS HILLS,1.3808430365639943,103.87282328054593,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804888,80,Y,28 LUXUS HILL AVENUE LUXUS HILLS,28,LUXUS HILL AVENUE,LUXUS HILLS,1.3808409683189642,103.87276935007917,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804889,80,Y,30 LUXUS HILL AVENUE LUXUS HILLS,30,LUXUS HILL AVENUE,LUXUS HILLS,1.3808361899594035,103.87267570690655,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804890,80,Y,32 LUXUS HILL AVENUE LUXUS HILLS,32,LUXUS HILL AVENUE,LUXUS HILLS,1.3808338271371767,103.87262405182287,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,804891,80,Y,34 LUXUS HILL AVENUE LUXUS HILLS,34,LUXUS HILL AVENUE,LUXUS HILLS,1.3808258797329975,103.8725324802734,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,806207,80,Y,31 LUXUS HILL VIEW LUXUS HILLS,31,LUXUS HILL VIEW,LUXUS HILLS,1.3810496776467358,103.87260011117705,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,806209,80,Y,33 LUXUS HILL VIEW LUXUS HILLS,33,LUXUS HILL VIEW,LUXUS HILLS,1.3810472100044922,103.87254605919031,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381010,103.872673",reverse_geocode,806215,80,Y,29 LUXUS HILL VIEW LUXUS HILLS,29,LUXUS HILL VIEW,LUXUS HILLS,1.3810528811262948,103.87265442975601,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381922,103.876839",reverse_geocode,808496,80,Y,110 SELETAR GREEN WALK LUXUS HILLS,110,SELETAR GREEN WALK,LUXUS HILLS,1.3812899236860932,103.87648626180426,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381922,103.876839",reverse_geocode,808497,80,Y,112 SELETAR GREEN WALK LUXUS HILLS,112,SELETAR GREEN WALK,LUXUS HILLS,1.3813998965413898,103.87650572485538,1
523848,"Luxus Hill Ave, Dr, View / Seletar Green Ave, Walk",42,geometry,"1.381922,103.876839",reverse_geocode,808498,80,Y,114 SELETAR GREEN WALK LUXUS HILLS,114,SELETAR GREEN WALK,LUXUS HILLS,1.3814662268636928,103.87651737074638,1
523849,Luxus Hill Ave / Seletar Green View,3,locality,Luxus Hill Ave,road,,,Y,LUXUS HILL AVENUE,,LUXUS HILL AVENUE,NIL,,,1
523849,Luxus Hill Ave / Seletar Green View,3,locality,Seletar Green View,road,,,Y,SELETAR GREEN VIEW,,SELETAR GREEN VIEW,NIL,,,1
